name,year,average_sentiment,most_extreme_sentiment,most_extreme_title,most_extreme_link
Angelina Jolie,2024,-0.3148062427838643,-0.9955146908760071,Nervous Angelina Jolie cried at being asked to sing for 'Maria' - Los ...,https://www.latimes.com/entertainment-arts/awards/story/2024-12-17/how-angelina-jolie-conquered-her-fear-and-learned-to-sing-for-maria
Angelina Jolie,2025,0.9867916107177734,0.999713122844696,Angelina Jolie Attends Critics Choice Awards 2025 in Sheer Nude ...,https://people.com/critics-choice-awards-2025-angelina-jolie-wears-sheer-lace-gown-and-red-lip-8770733
Arnold Schwarzenegger,2004,0.993693470954895,0.99431312084198,Schwarzenegger Backs Amending Presidential Rule - The New ...,https://www.nytimes.com/2004/02/22/national/schwarzenegger-backs-amending-presidential-rule.html
Arnold Schwarzenegger,2005,-0.9989796876907349,-0.9996153116226196,Voters Reject Schwarzenegger's Bid to Remake State Government ...,https://www.latimes.com/archives/la-xpm-2005-nov-09-me-election9-story.html
Arnold Schwarzenegger,2006,-0.9278264939785004,-0.9899555444717407,Gov. Schwarzenegger's Challenger Admits Tape Leak - ABC News,https://abcnews.go.com/Politics/story?id=2430714&page=1
Arnold Schwarzenegger,2007,0.3277089198430379,0.9985581040382385,Schwarzenegger released from hospital,https://www.nbcnews.com/id/wbna16356209
Arnold Schwarzenegger,2008,0.9739318192005157,0.9986246824264526,Arnold Schwarzenegger Says Family Suffered Because of His Affair,https://people.com/arnold-schwarzenegger-family-suffered-because-of-his-affair-netflix-docuseries-7509292
Arnold Schwarzenegger,2009,-0.3064810633659363,-0.9956014156341553,Arnold Schwarzenegger to scrap school textbooks in favour of ebooks,https://www.theguardian.com/world/2009/jun/09/arnold-schwarzenegger-school-textbooks-ebooks
Arnold Schwarzenegger,2010,0.3190719485282898,-0.9914695620536804,"Maria Shriver Bore Grief Over Family Deaths, Alleged Affairs - ABC ...",https://abcnews.go.com/Health/maria-shriver-arnold-schwarzenegger-divorce-heels-grief-couple/story?id=13571749
Arnold Schwarzenegger,2011,-0.9502891898155212,-0.970004677772522,Arnold Schwarzenegger had child with employee | Arnold ...,https://www.theguardian.com/world/2011/may/17/arnold-schwarzenegger-child-with-employee
Arnold Schwarzenegger,2012,0.9839444756507874,0.9996539354324341,"Cannes 2012: Splendid Scores 'Ten,' Starring Arnold Schwarzenegger",https://www.hollywoodreporter.com/movies/movie-news/cannes-2012-splendid-scores-ten-schwarzenegger-335699/
Arnold Schwarzenegger,2013,-0.6701059341430664,-0.6701059341430664,Arnold Schwarzenegger: Hollywood not to blame for gun violence ...,https://www.theguardian.com/film/2013/jan/07/arnold-schwarzenegger-gun-violence
Arnold Schwarzenegger,2015,-0.3349664608637492,-0.997825026512146,Arnold Schwarzenegger wants fellow Republicans to terminate ...,https://www.vox.com/2015/4/3/8340709/arnold-schwarzenegger-indiana-rfra
Arnold Schwarzenegger,2016,0.30787378549575806,-0.987453818321228,Arnold Schwarzenegger Denounces Donald Trump: I Will Not Vote ...,https://variety.com/2016/biz/news/arnold-schwarzenegger-i-will-not-vote-for-the-republican-candidate-for-president-1201882915/
Arnold Schwarzenegger,2017,0.9923103253046671,0.9993411898612976,2017 People's Choice Awards: Winners List,https://people.com/awards/2017-peoples-choice-awards-winners-list/
Arnold Schwarzenegger,2018,-0.28421539068222046,0.9990243911743164,Arnold Schwarzenegger 'thankful' to wake up after 2nd heart surgery ...,https://abcnews.go.com/GMA/Culture/arnold-schwarzenegger-thankful-wake-2nd-heart-surgery/story?id=54184614
Arnold Schwarzenegger,2019,0.8876625001430511,0.999370276927948,2019 Annie Award Winners: Complete List,https://www.hollywoodreporter.com/lists/2019-annie-award-winners-complete-list-1178562/
Arnold Schwarzenegger,2020,0.9591980576515198,0.9591980576515198,Arnold Schwarzenegger Endorses Kamala Harris - The New York ...,https://www.nytimes.com/2024/10/30/us/politics/arnold-schwarzenegger-harris-endorsement-trump.html
Arnold Schwarzenegger,2021,-0.9952650964260101,-0.9993053674697876,"Arnold Schwarzenegger Condemns Capitol Riot, Denounces Trump",https://variety.com/2021/politics/news/arnold-schwarzenegger-denounces-trump-capitol-riot-1234882104/
Arnold Schwarzenegger,2022,0.3368646303812663,0.9995512366294861,Arnold Schwarzenegger's Hollywood triumph survives politics ...,https://www.foxnews.com/entertainment/arnold-schwarzenegger-hollywood-triumph-survives-politics-potholes-paternity-scandal
Arnold Schwarzenegger,2023,0.31344924370447796,0.9902426600456238,Arnold Schwarzenegger endorses Kamala Harris for president - Los ...,https://www.latimes.com/politics/story/2024-10-30/arnold-schwarzenegger-californias-former-republican-governor-endorses-kamala-harris
Arnold Schwarzenegger,2024,-0.3183123270670573,0.9955820441246033,Arnold Schwarzenegger endorses Kamala Harris: 'I will always be ...,https://www.theguardian.com/film/2024/oct/30/arnold-schwarzenegger-endorses-kamala-harris-i-will-always-be-an-american-before-i-am-a-republican
Arnold Schwarzenegger,2025,0.21534544229507446,0.9995970129966736,Arnold Schwarzenegger Honors 'Twins' Costar Danny DeVito with ...,https://people.com/arnold-schwarzenegger-honors-twins-costar-danny-devito-theater-award-11695531
Barack Obama,2006,0.32397886117299396,-0.9980323910713196,'Run Obama! Run!' Could this be the next US president? | World news,https://www.theguardian.com/world/2006/dec/12/usa.barackobama
Barack Obama,2007,0.305670162041982,0.9940044283866882,Obama Formally Enters Presidential Race - The New York Times,https://www.nytimes.com/2007/02/11/us/politics/11obama.html
Barack Obama,2008,0.3345096707344055,0.9991573095321655,Obama Wins Election - The New York Times,https://www.nytimes.com/2008/11/05/us/politics/05campaign.html
Barack Obama,2009,-0.9666928648948669,-0.9993755221366882,Nobel secretary regrets Obama peace prize - BBC News,https://www.bbc.com/news/world-europe-34277960
Barack Obama,2010,-0.3316150903701782,0.9994483590126038,School's Shake-Up Is Embraced by the President - The New York ...,https://www.nytimes.com/2010/03/07/education/07educ.html
Barack Obama,2011,0.9954288005828857,0.9979210495948792,Barack Obama declares Iraq war a success | US foreign policy | The ...,https://www.theguardian.com/world/2011/dec/14/barack-obama-iraq-war-success
Barack Obama,2012,-0.988245040178299,-0.9893341660499573,I Was Obama's 2012 Campaign Manager. There's No Need to Panic ...,https://www.politico.com/news/magazine/2023/11/13/obama-2012-campaign-manager-advice-00126736
Barack Obama,2013,-0.9948960741360983,-0.9972227811813354,"Obama 2008 campaign fined $375,000 - POLITICO",https://www.politico.com/story/2013/01/obama-2008-campaign-fined-375000-085784
Barack Obama,2014,0.992671012878418,0.992671012878418,Obama's tan suit debuted five years ago and sparked a huge ...,https://www.washingtonpost.com/nation/2019/08/28/tan-suit-scandal-obama-trump/
Barack Obama,2015,-0.24378414948781332,-0.9996373653411865,Obama's gay marriage controversy: 'I am just not very good at ...,https://www.theguardian.com/us-news/2015/feb/10/obama-frustrated-same-sex-marriage-david-axelrod-book
Barack Obama,2016,-0.27064092953999835,-0.9950315952301025,Barack Obama on fake news: 'We have problems' if we can't tell the ...,https://www.theguardian.com/media/2016/nov/17/barack-obama-fake-news-facebook-social-media
Barack Obama,2017,0.3342371980349223,0.9985291957855225,"Obama Receives Profile In Courage Award, Speaks Out About ...",https://www.npr.org/2017/05/08/527378943/obama-calls-on-congress-to-have-courage-on-health-care
Barack Obama,2018,0.41938581069310504,0.9652373194694519,"Barack Obama shares his favorite books, music and movies of 2018 ...",https://abcnews.go.com/GMA/Culture/barack-obama-shares-favorite-books-music-movies-2018/story?id=60090432
Barack Obama,2019,0.20867480834325156,0.9981538653373718,Barack Obama Shares His 2019 Summer Reading List | TIME,https://time.com/5652277/barack-obama-2019-summer-reading-list/
Barack Obama,2020,-0.20104068517684937,0.9940149188041687,Joe Biden breaks Obama's record for most votes ever cast for a U.S. ...,https://www.cbsnews.com/news/joe-biden-popular-vote-record-barack-obama-us-presidential-election-donald-trump/
Barack Obama,2021,-0.9953854978084564,-0.9968140721321106,ESPN anchor Sage Steele is off the air after her comments on ...,https://www.npr.org/2021/10/06/1043680295/espn-sage-steele-vaccines-obama
Barack Obama,2022,-0.9329176545143127,-0.9329176545143127,"Barack Obama summer reading list, Booker Prize noms released ...",https://www.latimes.com/entertainment-arts/books/story/2022-07-26/barack-obama-summer-reading-list-booker-prize-nominees-2022
Barack Obama,2023,-0.9858255088329315,-0.9993755221366882,Nobel secretary regrets Obama peace prize - BBC News,https://www.bbc.com/news/world-europe-34277960
Barack Obama,2024,0.13794718186060587,-0.9684671759605408,Election 2024: Obama's callout to Black men on Harris touches a ...,https://apnews.com/article/election-2024-black-men-obama-harris-misogyny-c468d83d73c52406648c9bd5e7b9a33d
Barack Obama,2025,-0.36116443077723187,-0.9572044014930725,Trump's crowd-size obsession to be tested at inauguration after ...,https://www.reuters.com/world/us/trumps-crowd-size-obsession-be-tested-inauguration-after-2017-controversy-2025-01-13/
Betty White,2004,-0.14203789830207825,-0.9109600782394409,USPS announces Betty White stamp will be released in March - CBS ...,https://www.cbsnews.com/news/usps-betty-white-stamp-2025/
Betty White,2005,0.9965893030166626,0.9965893030166626,"Obituary: Betty White, the Golden Girl with a heart of gold",https://www.bbc.com/news/entertainment-arts-53723448
Betty White,2006,0.9926672577857971,0.9926672577857971,Betty White photos through the years,https://ew.com/tv/betty-white-photos/
Betty White,2007,0.9857919216156006,0.9857919216156006,"Betty White Turns 90, Only Gets Better With Age - Business Insider",https://www.businessinsider.com/72-years-in-the-life-of-betty-white-2012-1
Betty White,2008,-0.8453852534294128,-0.991177499294281,'The Golden Girls' Turns 30: Facts You May Not Know About the Series,https://abcnews.go.com/Entertainment/golden-girls-turns-30-facts-series/story?id=33545250
Betty White,2009,-0.9566399653752645,-0.9861937165260315,"Betty White, TV's Golden Girl, dies at 99 | AP News",https://apnews.com/article/betty-white-dead-golden-girls-television-5818585387f6e5b4d5ea55ac380118aa
Betty White,2010,0.9963679909706116,0.99950110912323,"Betty White: SNL to Emmy, Her Best Moments from 2010 [PHOTOS]",https://people.com/movies/betty-white-snl-to-emmy-her-best-moments/
Betty White,2011,0.9868248303731283,0.9958435893058777,"New Betty White stamp gets release date, image - ABC News",https://abcnews.go.com/GMA/Living/usps-honor-betty-white-new-forever-stamp/story?id=119041986
Betty White,2012,0.3350498676300049,0.9991008043289185,Betty White wins her first Grammy - CBS News,https://www.cbsnews.com/news/betty-white-wins-her-first-grammy/
Betty White,2013,0.2771367033322652,-0.9861240386962891,Dog Named 'Betty White' Reunited With Owners Three Years Later ...,https://abcnews.go.com/Lifestyle/dog-named-betty-white-reunited-owners-years/story?id=41166611
Betty White,2014,-0.001295715570449829,-0.9996035695075989,Early retirement: NBC cancels 'Betty White's Off Their Rockers' - Los ...,https://www.latimes.com/entertainment/tv/showtracker/la-et-st-nbc-cancels-betty-white-off-their-rockers-20130711-story.html
Betty White,2015,0.9865768750508627,0.9986459612846375,"New Betty White stamp gets release date, image - ABC News",https://abcnews.go.com/GMA/Living/usps-honor-betty-white-new-forever-stamp/story?id=119041986
Betty White,2016,0.33944523334503174,0.9995562434196472,Screen Actors Guild Awards 2016: Complete Winners List - ABC News,https://abcnews.go.com/Entertainment/screen-actors-guild-awards-2016-complete-winners-list/story?id=36617643
Betty White,2017,0.9369006156921387,0.9993909597396851,Betty White Calls TV the 'Best Business to Be In' at Paley Honors Gala,https://variety.com/2017/tv/news/paley-honors-hollywood-betty-white-women-television-gala-1202589044/
Betty White,2018,0.9990131855010986,0.9996989965438843,Betty White's Most Groundbreaking Moments Throughout Her ...,https://www.businessinsider.com/betty-white-most-groundbreaking-moment-throughout-her-career-2021-12
Betty White,2019,0.999052107334137,0.9992915391921997,"""Our national treasure"": Friends and former co-stars react to Betty ...",https://www.cbsnews.com/news/our-national-treasure-friends-and-former-co-stars-react-to-betty-whites-death/
Betty White,2020,0.9983086585998535,0.9983086585998535,"Betty White, Harry Reid, John Madden and other notable people ...",https://abcnews.go.com/International/photos/notable-people-died-2021-75040337
Betty White,2021,0.0019750595092773438,0.9980302453041077,Betty White Dead At 99: A Look Back At Her Life and Iconic Career,https://people.com/tv/betty-white-the-golden-girls-and-hot-in-cleveland-star-dead-at-99/
Betty White,2022,-0.16725883881251016,0.9992234706878662,John Travolta and son adopt puppy from Betty White Oscars tribute,https://ew.com/awards/oscars/john-travolta-son-adopt-oscars-2022-puppy-betty-white-tribute/
Betty White,2023,0.994265228509903,0.9961535334587097,Remembering Betty White as 'America's grandmother' highlights a ...,https://www.nbcnews.com/think/opinion/remembering-betty-white-america-s-grandmother-highlights-double-standard-ncna1286861
Betty White,2024,-0.7186299363772074,-0.8729739785194397,"Betty White Stamp to Be Released in 2025, Postal Service Says ...",https://www.nytimes.com/2024/11/17/arts/betty-white-postage-stamp.html
Betty White,2025,0.3763217528661092,0.998473584651947,Betty White USPS stamp to debut in March,https://www.nbcnews.com/news/us-news/betty-white-usps-stamp-debut-march-rcna193259
Beyoncé,2004,0.9978373646736145,0.9983882904052734,Grammy awards go crazy for Beyoncé | World news | The Guardian,https://www.theguardian.com/world/2004/feb/09/arts.artsnews
Beyoncé,2006,0.993488222360611,0.9960734844207764,Beyoncé's 30 greatest songs – ranked! | Beyoncé | The Guardian,https://www.theguardian.com/music/2021/mar/19/beyonce-30-greatest-songs-ranked
Beyoncé,2007,-0.9435813426971436,-0.9435813426971436,"Beyoncé, Serena Williams open up about potentially fatal childbirths ...",https://www.washingtonpost.com/news/morning-mix/wp/2018/08/07/beyonce-serena-williams-open-up-about-potentially-fatal-childbirths-a-problem-especially-for-black-mothers/
Beyoncé,2008,0.32636640469233197,0.9992527365684509,Beyoncé and Jay-Z's Wedding: A Look Back at Their 2008 Nuptials,https://people.com/all-about-beyonce-jay-z-wedding-11707706
Beyoncé,2009,0.2731948693593343,0.9984526634216309,Beyoncé's Inaugural Criticism Doubletake - ABC News,http://abcnews.go.com/blogs/politics/2013/01/beyoncs-inaugural-criticism-doubletake
Beyoncé,2010,0.9264271855354309,0.999482274055481,Beyoncé wins album of the year Grammy for 'Cowboy Carter' - ABC ...,https://abcnews.go.com/GMA/Culture/beyonce-wins-album-year-grammy-cowboy-carter/story?id=118384072
Beyoncé,2011,0.9860714276631674,0.9997215867042542,"Best albums of 2011, No 4: Beyoncé – 4 | Beyoncé | The Guardian",https://www.theguardian.com/music/musicblog/2011/dec/13/best-albums-2011-beyonce-4
Beyoncé,2012,0.2776188651720683,0.9997974038124084,Obama meets Beyoncé and Jay-Z – Scout Tufankjian's best ...,https://www.theguardian.com/artanddesign/2013/apr/24/obama-beyonce-jay-z-photograph-scout-tufankjian
Beyoncé,2013,-0.19542822241783142,-0.9945488572120667,Beyoncé Slammed for Sampling Shuttle Tragedy on New Album ...,https://abcnews.go.com/Entertainment/beyonce-slammed-sampling-shuttle-tragedy-album/story?id=21365376
Beyoncé,2014,0.9975688060124716,0.9994863271713257,Beyoncé at the Grammys: A timeline of the most-awarded artist's ...,https://apnews.com/article/beyonce-grammy-awards-history-timeline-832043f07b62da92528f841542608248
Beyoncé,2015,0.8457062840461731,0.9972807168960571,Beyoncé wins album of the year Grammy for 'Cowboy Carter' - ABC ...,https://abcnews.go.com/GMA/Culture/beyonce-wins-album-year-grammy-cowboy-carter/story?id=118384072
Beyoncé,2016,0.33247043689092,0.999243974685669,'Act ll: Cowboy Carter' Review: Beyoncé redefines American style ...,https://apnews.com/article/beyonce-cowboy-carter-album-review-74e6502eff3555be7d6ca107ed319c54
Beyoncé,2017,0.9828042984008789,0.9998156428337097,Grammy nominations 2017: Beyoncé and R&B artists shine while ...,https://www.theguardian.com/music/2016/dec/06/grammy-awards-2017-nominations-drake-rihanna-beyonce-adele
Beyoncé,2018,0.9935977061589559,0.9985296726226807,"Netflix releases first trailer for Beyoncé documentary, ""Homecoming""",https://www.cbsnews.com/news/beyonce-netflix-documentary-homecoming-trailer-released-in-depth-look-coachella-festival-performance-2019-04-08/
Beyoncé,2019,0.9220176537831625,0.9997304081916809,"Beyoncé's ""The Lion King: The Gift"" album featuring Blue Ivy, Jay-Z ...",https://www.cbsnews.com/news/beyonce-lion-king-the-gift-album-dropped-and-the-bey-hive-is-in-love/
Beyoncé,2020,0.9973030289014181,0.9993671774864197,BET Awards 2020: Beyoncé Receives Humanitarian Award,https://people.com/music/bet-awards-2020-beyonce-receives-humanitarian-award/
Beyoncé,2021,0.9912507931391398,0.9997573494911194,Grammys 2021: Beyoncé and Taylor Swift make history,https://www.bbc.com/news/entertainment-arts-56397324
Beyoncé,2022,-0.31198147932688397,-0.9852957725524902,New Beyoncé album 'Renaissance' a hard sell pre-2022 recession,https://www.nbcnews.com/think/opinion/new-beyonce-album-renaissance-hard-sell-pre-2022-recession-rcna40733
Beyoncé,2023,0.9905795057614645,0.9992774128913879,Grammy Awards 2023: Beyoncé surpasses the record for most ...,https://www.cbsnews.com/news/grammy-awards-2023-beyonce-record-most-grammys/
Beyoncé,2024,0.3262752691904704,0.9997523427009583,"The best albums of 2024 so far: AP's picks include Beyoncé, Chief ...",https://apnews.com/article/best-albums-2024-beyonce-swift-eilish-shakira-31ebb815c99d5391ca687505208d891f
Beyoncé,2025,0.3601737817128499,0.9996147155761719,Grammys 2025: Beyoncé and Kendrick Lamar among big winners ...,https://apnews.com/article/grammy-awards-2025-a0e1a23256cd903a913c811ff75f10f8
Bill Cosby,2004,-0.19604700803756714,-0.9965458512306213,Bill Cosby: Timeline of his fall from 'America's Dad' to his release ...,https://abcnews.go.com/Entertainment/bill-cosby-trial-complete-timeline-happened-2004/story?id=47799458
Bill Cosby,2005,-0.9615868330001831,-0.9915790557861328,Bill Cosby paid Andrea Constand $3.4 million to settle civil suit in 2006,https://www.nbcnews.com/storyline/sexual-misconduct/bill-cosby-s-sex-assault-retrial-begins-first-big-court-n863841
Bill Cosby,2006,-0.9837419788042704,-0.9873777031898499,Bill Cosby paid sexual assault accuser $3.4m settlement in 2006,https://www.bbc.com/news/world-us-canada-43697653
Bill Cosby,2007,-0.8103476961453756,-0.9941368103027344,To Revoke or Not: Colleges That Gave Cosby Honors Face a Tough ...,https://www.nytimes.com/2015/10/07/arts/television/to-revoke-or-not-colleges-that-gave-cosby-honors-face-a-tough-question.html
Bill Cosby,2008,-0.9762397805849711,-0.9968822002410889,"Model sues Bill Cosby, alleging sex assault at Playboy Mansion in ...",https://www.latimes.com/local/lanow/la-me-ln-model-sues-bill-cosby-20151006-story.html
Bill Cosby,2009,0.9816524783770243,0.9971327781677246,"Kennedy Center Rescinds Bill Cosby's Honors, a First for the ...",https://www.nytimes.com/2018/05/07/arts/cosby-kennedy-center.html
Bill Cosby,2010,-0.9847097992897034,-0.9847097992897034,Bill Cosby's private art collection at Smithsonian withstands ...,https://www.theguardian.com/world/2015/jul/12/bill-cosby-private-art-collection-smithsonian
Bill Cosby,2011,0.29320744673411053,0.9779742956161499,Bill Cosby: Spelman College Severs Ties With Comedian | TIME,https://time.com/3972281/bill-cosby-spelman-college/
Bill Cosby,2012,-0.173227330048879,0.9997186064720154,Ellen DeGeneres selected to receive Mark Twain Prize for American ...,https://www.washingtonpost.com/lifestyle/style/2012/05/15/gIQAGXnIRU_story.html
Bill Cosby,2013,-0.9605130553245544,-0.9605130553245544,Bill Cosby Fast Facts | CNN,https://www.cnn.com/2013/06/24/us/bill-cosby-fast-facts/index.html
Bill Cosby,2014,-0.19629655281702676,0.9778763055801392,Bill Cosby rape case: What you need to know | Vox,https://www.vox.com/2014/11/19/7249041/bill-cosby-rape-sexual-assualt-supreme-court
Bill Cosby,2015,-0.9498395125071207,-0.971524715423584,60 women accused Bill Cosby. His conviction had been considered ...,https://www.nbcnews.com/news/us-news/60-women-accused-bill-cosby-his-conviction-had-been-considered-n1272864
Bill Cosby,2016,-0.9906075199445089,-0.9992548823356628,Trying to Separate Bill Cosby From Cliff Huxtable - The New York ...,https://www.nytimes.com/2016/02/01/arts/television/trying-to-separate-bill-cosby-from-cliff-huxtable.html
Bill Cosby,2017,-0.9971530238787333,-0.9974838495254517,Bill Cosby's legal defense was a case study in rape culture | Vox,https://www.vox.com/first-person/2017/6/13/15793220/bill-cosby-trial-rape-culture
Bill Cosby,2018,-0.33430737257003784,-0.9931123852729797,Bill Cosby sentenced to 3 to 10 years in prison for sexual assault ...,https://www.cnn.com/2018/09/25/us/bill-cosby-sentence-assault/index.html
Bill Cosby,2019,-0.9563461144765218,-0.9923781156539917,Bill Cosby owes $2.75 million in legal fees after losing dispute as he ...,https://www.cbsnews.com/news/bill-cosby-owes-2-75-million-legal-fees-after-losing-dispute-2019-09-24/
Bill Cosby,2020,-0.4249298771222432,-0.9567313194274902,What Bill Cosby's overturned conviction could signal about Harvey ...,https://www.nbcnews.com/news/us-news/bill-cosbys-overturned-conviction-signal-harvey-weinsteins-case-rcna149413
Bill Cosby,2021,0.18889540433883667,0.9912760257720947,Bill Cosby sexual assault case - BBC News,https://www.bbc.com/news/topics/c93k0wlpyddt
Bill Cosby,2022,0.2773616909980774,0.9903197288513184,Bill Cosby | The Guardian,https://www.theguardian.com/world/bill-cosby
Bill Cosby,2023,-0.32886747519175213,-0.977156937122345,Bill Cosby faces new sexual abuse lawsuit under expiring New York ...,https://www.theguardian.com/world/2023/nov/22/bill-cosby-sexual-abuse-lawsuit-new-york-survivors-act
Bill Cosby,2025,-0.776379664738973,-0.9625369906425476,Bill Cosby released from prison after conviction vacated - ABC News,https://abcnews.go.com/US/bill-cosby-released-prison-conviction-vacated/story?id=78582000
Brad Pitt,2004,0.9863532781600952,0.9863532781600952,Photos from Emmys Throwback: Stars at the 2004 Award Show,https://www.eonline.com/photos/37261/emmys-throwback-stars-at-the-2004-award-show
Brad Pitt,2005,0.9695844650268555,0.9840946793556213,Jennifer Aniston & Brad Pitt Set the Bar High for SAG Awards ...,https://www.eonline.com/news/1413699/proof-jennifer-aniston-and-brad-pitt-set-the-bar-high-for-sag-awards-reunions
Brad Pitt,2006,-0.9925704002380371,-0.9962162375450134,Brangelina: Why has the Pitt and Jolie divorce taken so long?,https://www.bbc.com/news/articles/cvg9dvr408do
Brad Pitt,2007,0.36210012435913086,0.9995819926261902,Angelina Jolie and Brad Pitt's 2007 Venice Film Festival ...,https://people.com/all-about-angelina-jolie-brad-pitt-venice-film-festival-2007-8701544
Brad Pitt,2008,0.31359092394510907,-0.9984704852104187,How Hollywood's “Idiot Plot” Explains the Trump Group Chat Scandal,https://www.hollywoodreporter.com/news/politics-news/hollywood-idiot-plot-trump-group-chat-scandal-1236172907/
Brad Pitt,2009,-0.007672429084777832,-0.7983879446983337,Kevin Hart's Oscar Hosting Controversy: A Complete Timeline ...,https://www.billboard.com/music/awards/kevin-hart-oscar-hosting-controversy-timeline-8492982/
Brad Pitt,2010,-0.9865345557530721,-0.998393714427948,Brad Pitt and Angelina Jolie sue the News of the World | Media law ...,https://www.theguardian.com/media/2010/feb/08/brad-pitt-angelina-jolie-sue
Brad Pitt,2011,0.2056887149810791,0.998450756072998,"The Italian Bruno Mars, the Croatian Hit 'Brad Pitt' Plus 13 More of ...",https://www.hollywoodreporter.com/news/music-news/europe-best-songs-2011-brad-pitt-bruno-mars-276264/
Brad Pitt,2012,-0.23008223374684653,-0.9996262788772583,Box Office Report: Brad Pitt's 'Killing Them Softly' Fails With $7 ...,https://www.hollywoodreporter.com/movies/movie-news/box-office-report-brad-pitts-396632/
Brad Pitt,2013,-0.3239687482515971,0.9980810880661011,Brad Pitt and Angelina Jolie,https://www.cbsnews.com/pictures/brad-pitt-and-angelina-jolie/
Brad Pitt,2014,-0.9550923109054565,-0.9689304232597351,Angelina Jolie and Brad Pitt reach divorce settlement after 8 years ...,https://abcnews.go.com/GMA/Culture/angelina-jolie-brad-pitt-reach-divorce-settlement/story?id=117224906
